id	filename	md5	size	state
d2659fd9-ac9a-4ab4-9d7c-50d9a16fc9b5	12d9d0ec-4e76-4eba-81b1-6dec7b6f2268.rna_seq.augmented_star_gene_counts.tsv	8a4522bd72dfdd3e8a32d60f77b52ced	4245148	released
1936f1a9-66bc-4e48-8189-f0e3a67a5593	674907a1-381a-4952-924a-52e2adf5ad19.rna_seq.augmented_star_gene_counts.tsv	773fc28929c9d51a08c52d2888c38c2f	4244911	released
cdfe79d9-a0bd-4700-937f-07bd0ee51d73	61348250-68d8-4cef-b6f9-68a68d35508f.rna_seq.augmented_star_gene_counts.tsv	68e80b03eff7e434901a1f473ac4e160	4228240	released
f8b403a1-37cf-4acb-b5d7-b3437fafa7f8	5e4626c1-dcf9-4781-a2e7-f6afca7e2ee7.rna_seq.augmented_star_gene_counts.tsv	d4de0b61b1528fb093c36c1c21640ae3	4243051	released
040d00da-2bc9-49d4-bf6c-b4515b6a2bbf	d4f91697-1c39-4398-bf2f-85217a22ddff.rna_seq.augmented_star_gene_counts.tsv	6dcbb58195ba2563da2c63430cf3d018	4241540	released
c4ceaaf8-4803-45d7-9937-42d25db60148	9ae5c03c-326d-4492-9cc3-4ba17beb09ad.rna_seq.augmented_star_gene_counts.tsv	3b7d7212a489867b6d838171adbc109c	4246000	released
363736c4-cc2d-4920-a10b-bd0de899cdb1	387e08dc-a77e-4dd7-939c-1e6f515e692d.rna_seq.augmented_star_gene_counts.tsv	ee5bec3e2223f32f6b825471c649e683	4253724	released
0ca579b1-763e-4f6a-a071-c6514aaa2f11	c93e78f6-1c35-4139-a6b4-c29c229c8b68.rna_seq.augmented_star_gene_counts.tsv	6816116932986d6d9aff0515bdbed971	4236576	released
3173d46f-7344-41e4-bd4c-027fe5b5ec06	876216c7-72a1-4b1e-bd2b-fcb125ca91ae.rna_seq.augmented_star_gene_counts.tsv	bfd0fe0c2be47325b564adfc2e6022c4	4243729	released
c4a9a1df-4397-409e-85ec-30e0789377c2	18e5bf73-efdd-4c75-957c-68a94f6cb396.rna_seq.augmented_star_gene_counts.tsv	d01d1c77615cab20062d0a94f2f01506	4258554	released
e58f3dde-82f6-4a5d-9909-8f5659a26915	9bf53a64-2c24-4cf7-8419-f57b1936aa8c.rna_seq.augmented_star_gene_counts.tsv	9d68f0147528eb1f3375aa9056713864	4244837	released
e2b3728b-9827-4a13-b52c-caabd58f902e	b4b81763-61bc-469b-a048-eba733193262.rna_seq.augmented_star_gene_counts.tsv	387a0251f69e5413090225d8198b598c	4255364	released
be6f8b24-e668-41c6-89f7-f4cdc8533cae	63afc197-8c49-4150-a98b-61c47f182778.rna_seq.augmented_star_gene_counts.tsv	0bd36c479625da026d797cee29bbb40e	4212428	released
d914654b-ec4f-4be5-a525-2997a4b39279	f77281dc-f8c5-4da7-b151-873b03e986ad.rna_seq.augmented_star_gene_counts.tsv	4cb71967fec632bf65437ba30aa32fba	4240552	released
7d0189e8-9726-439a-b5e4-b650bc33794b	488d0d81-4872-4204-b8e8-745e64a35d65.rna_seq.augmented_star_gene_counts.tsv	a226781deb6b2498d54ed44ebe7ed4e2	4257448	released
1320db11-22a5-417f-8ec7-65c0bf4681a2	9926a02f-9fa7-42c9-bfa1-e6ec45018fed.rna_seq.augmented_star_gene_counts.tsv	7868110c22b25bcb07742c79a41a697c	4246161	released
